"440 LIMESTONE CRES, Toronto, Ontario","440 Limestone Crescent, Toronto, ON M3J 3L7, Canada",43.7823012,-79.4862493,OK,
"3245 FINCH AVE E, Toronto, Ontario","3245 Finch Avenue East, Toronto, ON M1W, Canada",43.795505,-79.32001120000001,OK,
"140 DANFORTH AVE, Toronto, Ontario","140 Danforth Avenue, Toronto, ON M4K 1N2, Canada",43.6764264,-79.3577571,OK,
"1256 BLOOR ST W, Toronto, Ontario","1256 Bloor Street West, Toronto, ON M6H 1N8, Canada",43.6588564,-79.4403715,OK,
"1090 EGLINTON AVE W, Toronto, Ontario","1090 Eglinton Avenue West, Toronto, ON M6C 2C7, Canada",43.6998265,-79.4315173,OK,
"5433 YONGE ST, Toronto, Ontario","5433 Yonge Street, Toronto, ON M2N 7A1, Canada",43.7765242,-79.414608,OK,
"857 WILSON AVE, Toronto, Ontario","857 Wilson Avenue, Toronto, ON M3K 1E4, Canada",43.730972,-79.4653277,OK,
"3018 DON MILLS RD E, Toronto, Ontario","3018 Don Mills Road East, Toronto, ON M2J 3B6, Canada",43.7857249,-79.35093839999999,OK,
"1208 BLOOR ST W, Toronto, Ontario","1208 Bloor Street West, Toronto, ON M6H 1N1, Canada",43.65932650000001,-79.43847730000002,OK,
"1415 BLOOR ST W, Toronto, Ontario","1415 Bloor Street West, Toronto, ON M6P 3L4, Canada",43.6572769,-79.4476036,OK,
"365 PITFIELD RD, Toronto, Ontario","365 Pitfield Road, Toronto, ON M1S 2V9, Canada",43.7872557,-79.2578729,OK,
"454 PARLIAMENT ST, Toronto, Ontario","454 Parliament Street, Toronto, ON M5A 2H6, Canada",43.6636354,-79.3679339,OK,
"1046 GERRARD ST E, Toronto, Ontario","1046 Gerrard Street East, Toronto, ON M4M 1Z7, Canada",43.6690359,-79.336435,OK,
"1641 QUEEN ST E, Toronto, Ontario","1641 Queen Street East, Toronto, ON M4L, Canada",43.6666581,-79.3151129,OK,
"463 DANFORTH AVE, Toronto, Ontario","463 Danforth Avenue, Toronto, ON M4K 1P3, Canada",43.6778578,-79.3502196,OK,
"1136 EGLINTON AVE W, Toronto, Ontario","1136 Eglinton Avenue West, Toronto, ON M6C 3J6, Canada",43.6996446,-79.4323795,OK,
"2790 DANFORTH AVE, Toronto, Ontario","2790 Danforth Avenue, Toronto, ON M4C 1M1, Canada",43.68952530000001,-79.29650509999999,OK,
"2567 VICTORIA PARK AVE, Toronto, Ontario","2567 Victoria Park Avenue, Toronto, ON M1T 3J3, Canada",43.7738743,-79.3222621,OK,
"468 BLOOR ST W, Toronto, Ontario","468 Bloor Street West, Toronto, ON M5S 1Y5, Canada",43.665623,-79.4093594,OK,
"373 MARLEE AVE, Toronto, Ontario","373 Marlee Avenue, Toronto, ON M6B 3H9, Canada",43.7070739,-79.4426178,OK,
"215 ROYAL YORK RD, Toronto, Ontario","215 Royal York Road, Toronto, ON M8V 2V8, Canada",43.6119117,-79.4965663,OK,
"508 LAWRENCE AVE W, Toronto, Ontario","508 Lawrence Avenue West, Toronto, ON M6A 3B7, Canada",43.7188804,-79.4314433,OK,
"4866 YONGE ST, Toronto, Ontario","4866 Yonge Street, North York, ON M2N 6B1, Canada",43.7630382,-79.4115721,OK,
"1138 SHEPPARD AVE W, Toronto, Ontario","1138 Sheppard Avenue West, North York, ON M3K 2A2, Canada",43.75223279999999,-79.4673193,OK,
"408 DIXON RD, Toronto, Ontario","408 Dixon Road, Toronto, ON M9R 1S7, Canada",43.694688,-79.55822839999999,OK,
"992 KINGSTON RD, Toronto, Ontario","992 Kingston Road, Toronto, ON M4E 1T3, Canada",43.68076629999999,-79.2858957,OK,
"712 BLOOR ST W, Toronto, Ontario","712 Bloor Street West, Toronto, ON M6G 1L2, Canada",43.6636884,-79.4178645,OK,
"105 FRONT ST E, Toronto, Ontario","105 Front Street East, Toronto, ON M5E 1C4, Canada",43.6493181,-79.37134549999999,OK,
"531 EVANS AVE, Toronto, Ontario","531 Evans Avenue, Etobicoke, ON M8W 2V4, Canada",43.6121942,-79.5417332,OK,
"36 STOFFEL DR, Toronto, Ontario","36 Stoffel Drive, Toronto, ON M9W 5A1, Canada",43.6886271,-79.57300699999999,OK,
"193 DANFORTH AVE, Toronto, Ontario","193 Danforth Avenue, Toronto, ON M4K 1N2, Canada",43.676581,-79.35620229999999,OK,
"685 ST CLAIR AVE W, Toronto, Ontario","685 Saint Clair Avenue West, Toronto, ON M6C, Canada",43.6816409,-79.4256253,OK,
"170 THE QUEENSWAY, Toronto, Ontario","170 The Queensway, Toronto, ON M8Y 1H8, Canada",43.63027839999999,-79.485554,OK,
"790 BAY ST, Toronto, Ontario","790 Bay Street, Toronto, ON M5G, Canada",43.6603801,-79.38605679999999,OK,
"6336 YONGE ST, Toronto, Ontario","6336 Yonge Street, Toronto, ON M2M 3X7, Canada",43.7956729,-79.41946949999999,OK,
"1349 ST CLAIR AVE W, Toronto, Ontario","1349 Saint Clair Avenue West, Toronto, ON M6E 1C5, Canada",43.6761165,-79.4506385,OK,
"147 BALDWIN ST, Toronto, Ontario","147 Baldwin Street, Toronto, ON M5T 3K7, Canada",43.6549918,-79.3994692,OK,
"1123 LODESTAR RD, Toronto, Ontario","1123 Lodestar Road, Toronto, ON M3J 0G9, Canada",43.758162,-79.46640029999999,OK,
"392 PACIFIC AVE, Toronto, Ontario","392 Pacific Avenue, Toronto, ON M6P 1Z2, Canada",43.6652285,-79.4685995,OK,
"647 BLOOR ST W, Toronto, Ontario","647 Bloor Street West, Toronto, ON M6G 1L1, Canada",43.6641702,-79.41503550000002,OK,
"3607 SHEPPARD AVE E, Toronto, Ontario","3607 Sheppard Avenue East, Toronto, ON M1T 3K8, Canada",43.7809085,-79.29831829999999,OK,
"2533 PHARMACY AVE, Toronto, Ontario","2533 Pharmacy Avenue, Toronto, ON M1W 1H9, Canada",43.792975,-79.32505379999999,OK,
"55 SPADINA AVE, Toronto, Ontario","55 Spadina Avenue, Toronto, ON M5V 1K1, Canada",43.6444835,-79.3944799,OK,
"6034 YONGE ST, Toronto, Ontario","6034 Yonge Street, Toronto, ON M2M 3W5, Canada",43.7896027,-79.41799139999999,OK,
"881 WILSON AVE, Toronto, Ontario","881 Wilson Avenue, Toronto, ON M3K 1E6, Canada",43.7307133,-79.4664403,OK,
